mindate,maxdate,name,datacoverage,id
1996-02-08,2024-10-23,"Fredericton, CA",0.95,CITY:CA000003
1997-03-06,2024-10-23,"Montreal, CA",0.95,CITY:CA000005
1997-03-06,2024-10-23,"Ottawa, CA",0.95,CITY:CA000006
1996-02-08,2024-10-23,"Quebec, CA",0.95,CITY:CA000007
1996-02-08,2024-10-23,"Saint John, CA",0.95,CITY:CA000009
1996-04-04,2024-10-23,"Toronto, CA",0.95,CITY:CA000011
1995-02-10,2024-10-23,"Vancouver, CA",0.95,CITY:CA000012
1995-02-10,2024-10-23,"Victoria, CA",0.95,CITY:CA000013
1996-07-03,2024-10-22,"Winnipeg, CA",0.95,CITY:CA000014
1996-11-15,2024-10-23,"Havana, CU",0.95,CITY:CU000005
1996-11-15,2024-10-23,"Matanzas, CU",0.95,CITY:CU000008
2017-11-01,2018-06-25,"La Romana, DR",0.95,CITY:DR000004
2017-11-01,2018-06-25,"San Pedro De Macoris, DR",0.95,CITY:DR000007
2017-02-23,2023-08-01,"Naha, JA",0.95,CITY:JA000011
2017-01-31,2024-10-22,"Haeju, KN",0.95,CITY:KN000002
2017-01-31,2024-10-22,"Kaesong, KN",0.95,CITY:KN000005
2017-01-31,2024-09-24,"P'yongyang, KN",0.95,CITY:KN000007
2017-01-31,2024-09-24,"Sariwon, KN",0.95,CITY:KN000008
2017-01-31,2024-09-24,"Wonsan, KN",0.95,CITY:KN000010
2017-01-31,2024-10-22,"Ch'unch'on, KS",0.95,CITY:KS000001
2017-01-31,2024-10-22,"Ch'ungju, KS",0.95,CITY:KS000002
2017-01-31,2024-10-22,"Chonju, KS",0.95,CITY:KS000004
2017-01-31,2024-10-22,"Inch`on, KS",0.95,CITY:KS000005
2017-01-31,2024-10-22,"Kwangju, KS",0.95,CITY:KS000006
2017-01-31,2024-10-22,"Pusan, KS",0.95,CITY:KS000007
2017-01-31,2024-10-22,"Seoul, KS",0.95,CITY:KS000008
2017-01-31,2024-10-22,"Taegu, KS",0.95,CITY:KS000009
2017-01-31,2024-10-22,"Taejon, KS",0.95,CITY:KS000010
1996-09-13,2024-10-23,"Mexicali, MX",0.95,CITY:MX000019
2001-05-01,2024-10-23,"Mayaguez, RQ",0.95,CITY:RQ000001
2001-05-01,2024-10-23,"Ponce, RQ",0.95,CITY:RQ000002
2001-05-01,2024-10-23,"San Juan, RQ",0.95,CITY:RQ000003
1995-05-09,2024-10-23,"Washington D.C., US",0.95,CITY:US000001
1995-05-09,2024-10-23,"Alexander City, AL US",0.95,CITY:US010001
1995-05-09,2024-10-23,"Anniston, AL US",0.95,CITY:US010002
1995-05-09,2024-10-23,"Auburn, AL US",0.95,CITY:US010003
1995-05-09,2024-10-23,"Birmingham, AL US",0.95,CITY:US010004
1995-05-09,2024-10-23,"Cullman, AL US",0.95,CITY:US010005
1995-05-09,2024-10-23,"Dothan, AL US",0.95,CITY:US010006
1995-04-03,2024-10-23,"Enterprise, AL US",0.95,CITY:US010007
1995-05-09,2024-10-23,"Eufaula, AL US",0.95,CITY:US010008
1995-05-09,2024-10-23,"Florence, AL US",0.95,CITY:US010009
1995-05-09,2024-10-23,"Fort Payne, AL US",0.95,CITY:US010010
1995-05-09,2024-10-23,"Gadsden, AL US",0.95,CITY:US010011
1995-05-09,2024-10-23,"Huntsville, AL US",0.95,CITY:US010012
1995-05-11,2024-10-23,"Jasper, AL US",0.95,CITY:US010013
1995-04-03,2024-10-23,"Mobile, AL US",0.95,CITY:US010014
1995-05-09,2024-10-23,"Montgomery, AL US",0.95,CITY:US010015
1995-04-03,2024-10-23,"Selma, AL US",0.95,CITY:US010016
1995-05-09,2024-10-23,"Talladega, AL US",0.95,CITY:US010017
1995-04-03,2024-10-23,"Troy, AL US",0.95,CITY:US010018
1995-05-11,2024-10-23,"Tuscaloosa, AL US",0.95,CITY:US010019
2001-05-01,2024-10-23,"Anchorage, AK US",0.95,CITY:US020001
2001-05-01,2024-10-22,"Fairbanks, AK US",0.95,CITY:US020002
2001-05-01,2024-10-20,"Juneau, AK US",0.95,CITY:US020003
2001-05-01,2024-10-22,"Nome, AK US",0.95,CITY:US020004
2001-05-01,2024-10-23,"Seward, AK US",0.95,CITY:US020005
1995-09-13,2024-10-23,"Bullhead City, AZ US",0.95,CITY:US040001
1995-05-09,2024-10-23,"Casa Grande, AZ US",0.95,CITY:US040002
1995-12-06,2024-10-23,"Douglas, AZ US",0.95,CITY:US040003
1995-05-09,2024-10-23,"Flagstaff, AZ US",0.95,CITY:US040004
1995-05-09,2024-10-23,"Green Valley, AZ US",0.95,CITY:US040005
1995-09-13,2024-10-23,"Kingman, AZ US",0.95,CITY:US040006
1995-09-13,2024-10-23,"Lake Havasu City, AZ US",0.95,CITY:US040007
1995-05-09,2024-10-23,"Mesa, AZ US",0.95,CITY:US040008
1995-05-09,2024-10-23,"Nogales, AZ US",0.95,CITY:US040009
1995-05-09,2024-10-23,"Payson, AZ US",0.95,CITY:US040010
1995-05-09,2024-10-23,"Phoenix, AZ US",0.95,CITY:US040011
1995-05-09,2024-10-23,"Prescott, AZ US",0.95,CITY:US040012
1995-05-09,2024-10-23,"Sierra Vista, AZ US",0.95,CITY:US040013
1995-05-09,2024-10-23,"Tucson, AZ US",0.95,CITY:US040014
1996-09-13,2024-10-23,"Yuma, AZ US",0.95,CITY:US040015
1995-05-09,2024-10-23,"Arkadelphia, AR US",0.95,CITY:US050001
1995-05-09,2024-10-23,"Blytheville, AR US",0.95,CITY:US050002
1995-05-09,2024-10-23,"Camden, AR US",0.95,CITY:US050003
1995-05-09,2024-10-23,"Conway, AR US",0.95,CITY:US050004
1995-05-09,2024-10-23,"El Dorado, AR US",0.95,CITY:US050005
1995-05-09,2024-10-23,"Fayetteville, AR US",0.95,CITY:US050006
1995-05-09,2024-10-23,"Forrest City, AR US",0.95,CITY:US050007
1995-05-09,2024-10-23,"Fort Smith, AR US",0.95,CITY:US050008
1995-05-09,2024-10-23,"Harrison, AR US",0.95,CITY:US050009
1995-05-09,2024-10-23,"Hope, AR US",0.95,CITY:US050010
1995-05-09,2024-10-23,"Hot Springs, AR US",0.95,CITY:US050011
1995-05-09,2024-10-23,"Jonesboro, AR US",0.95,CITY:US050012
1995-05-09,2024-10-23,"Little Rock, AR US",0.95,CITY:US050013
1995-05-09,2024-10-23,"Magnolia, AR US",0.95,CITY:US050014
1995-05-09,2024-10-23,"Mountain Home, AR US",0.95,CITY:US050015
1995-05-09,2024-10-23,"Paragould, AR US",0.95,CITY:US050016
1995-05-09,2024-10-23,"Pine Bluff, AR US",0.95,CITY:US050017
1995-05-09,2024-10-23,"Russellville, AR US",0.95,CITY:US050018
